Node: 7,  Depth: 19,  Max-depth: 35,  Fringe-size: 506
Node: 5,  Depth: 10,  Max-depth: 37,  Fringe-size: 448
Node: 42,  Depth: 12,  Max-depth: 37,  Fringe-size: 456
Node: 8,  Depth: 19,  Max-depth: 37,  Fringe-size: 432
Node: 32,  Depth: 15,  Max-depth: 37,  Fringe-size: 440
Node: 2,  Depth: 9,  Max-depth: 37,  Fringe-size: 441
Node: 39,  Depth: 12,  Max-depth: 37,  Fringe-size: 448
Node: 5,  Depth: 11,  Max-depth: 37,  Fringe-size: 449
Node: 2,  Depth: 10,  Max-depth: 37,  Fringe-size: 457
Node: 18,  Depth: 19,  Max-depth: 37,  Fringe-size: 462
Node: 5,  Depth: 16,  Max-depth: 37,  Fringe-size: 473
Node: 18,  Depth: 20,  Max-depth: 37,  Fringe-size: 471
Node: 26,  Depth: 12,  Max-depth: 37,  Fringe-size: 471
Node: 2,  Depth: 10,  Max-depth: 37,  Fringe-size: 474
Node: 20,  Depth: 32,  Max-depth: 37,  Fringe-size: 483
Node: 7,  Depth: 19,  Max-depth: 37,  Fringe-size: 442
Node: 7,  Depth: 20,  Max-depth: 37,  Fringe-size: 454
Node: 1,  Depth: 26,  Max-depth: 37,  Fringe-size: 465
Node: 8,  Depth: 27,  Max-depth: 37,  Fringe-size: 427
Node: 24,  Depth: 11,  Max-depth: 37,  Fringe-size: 424
Node: 47,  Depth: 33,  Max-depth: 37,  Fringe-size: 424
Node: 11,  Depth: 34,  Max-depth: 37,  Fringe-size: 413
Node: 21,  Depth: 34,  Max-depth: 37,  Fringe-size: 419
Node: 13,  Depth: 35,  Max-depth: 37,  Fringe-size: 411
Node: 18,  Depth: 20,  Max-depth: 37,  Fringe-size: 410
Node: 33,  Depth: 19,  Max-depth: 37,  Fringe-size: 416
Node: 32,  Depth: 15,  Max-depth: 37,  Fringe-size: 432
Node: 3,  Depth: 12,  Max-depth: 37,  Fringe-size: 434
Node: 28,  Depth: 19,  Max-depth: 37,  Fringe-size: 441
Node: 7,  Depth: 20,  Max-depth: 37,  Fringe-size: 457
Node: 32,  Depth: 15,  Max-depth: 37,  Fringe-size: 461
Node: 24,  Depth: 4,  Max-depth: 37,  Fringe-size: 471
Node: 3,  Depth: 31,  Max-depth: 37,  Fringe-size: 479
Node: 32,  Depth: 17,  Max-depth: 37,  Fringe-size: 457
Node: 28,  Depth: 20,  Max-depth: 37,  Fringe-size: 458
Node: 25,  Depth: 36,  Max-depth: 37,  Fringe-size: 462
Node: 14,  Depth: 37,  Max-depth: 37,  Fringe-size: 449
Node: 29,  Depth: 9,  Max-depth: 38,  Fringe-size: 433
Node: 3,  Depth: 32,  Max-depth: 38,  Fringe-size: 442
Node: 22,  Depth: 33,  Max-depth: 38,  Fringe-size: 444
Node: 16,  Depth: 34,  Max-depth: 38,  Fringe-size: 449
Node: 41,  Depth: 35,  Max-depth: 38,  Fringe-size: 442
Node: 34,  Depth: 36,  Max-depth: 38,  Fringe-size: 435
Node: 18,  Depth: 20,  Max-depth: 38,  Fringe-size: 434
Node: 5,  Depth: 17,  Max-depth: 38,  Fringe-size: 448
Node: 7,  Depth: 20,  Max-depth: 38,  Fringe-size: 455
Node: 5,  Depth: 10,  Max-depth: 38,  Fringe-size: 468
Node: 3,  Depth: 32,  Max-depth: 38,  Fringe-size: 474
Node: 40,  Depth: 30,  Max-depth: 38,  Fringe-size: 464
Node: 15,  Depth: 31,  Max-depth: 38,  Fringe-size: 464
Node: 12,  Depth: 32,  Max-depth: 38,  Fringe-size: 471
Node: 11,  Depth: 33,  Max-depth: 38,  Fringe-size: 465
Node: 23,  Depth: 34,  Max-depth: 38,  Fringe-size: 462
Node: 6,  Depth: 22,  Max-depth: 38,  Fringe-size: 456
Node: 42,  Depth: 12,  Max-depth: 38,  Fringe-size: 460
Node: 7,  Depth: 20,  Max-depth: 38,  Fringe-size: 459
Node: 18,  Depth: 20,  Max-depth: 38,  Fringe-size: 470
Node: 48,  Depth: 10,  Max-depth: 38,  Fringe-size: 483
Node: 48,  Depth: 16,  Max-depth: 38,  Fringe-size: 490
Node: 32,  Depth: 11,  Max-depth: 38,  Fringe-size: 493
Node: 4,  Depth: 12,  Max-depth: 38,  Fringe-size: 495
Node: 2,  Depth: 10,  Max-depth: 38,  Fringe-size: 500
Node: 39,  Depth: 17,  Max-depth: 38,  Fringe-size: 509
Node: 5,  Depth: 11,  Max-depth: 38,  Fringe-size: 500
Node: 2,  Depth: 11,  Max-depth: 38,  Fringe-size: 505
Node: 18,  Depth: 20,  Max-depth: 38,  Fringe-size: 511
Node: 28,  Depth: 20,  Max-depth: 38,  Fringe-size: 521
Node: 2,  Depth: 11,  Max-depth: 38,  Fringe-size: 534
Node: 46,  Depth: 20,  Max-depth: 38,  Fringe-size: 537
Node: 7,  Depth: 21,  Max-depth: 38,  Fringe-size: 542
Node: 2,  Depth: 10,  Max-depth: 38,  Fringe-size: 515
Node: 10,  Depth: 13,  Max-depth: 38,  Fringe-size: 523
Node: 2,  Depth: 11,  Max-depth: 38,  Fringe-size: 531
Node: 13,  Depth: 37,  Max-depth: 38,  Fringe-size: 541
Node: 25,  Depth: 38,  Max-depth: 38,  Fringe-size: 501
Node: 48,  Depth: 39,  Max-depth: 39,  Fringe-size: 421
Node: 9,  Depth: 22,  Max-depth: 40,  Fringe-size: 410
Node: 28,  Depth: 20,  Max-depth: 40,  Fringe-size: 392
Node: 39,  Depth: 18,  Max-depth: 40,  Fringe-size: 404
Node: 32,  Depth: 17,  Max-depth: 40,  Fringe-size: 408
Node: 13,  Depth: 35,  Max-depth: 40,  Fringe-size: 411
Node: 26,  Depth: 13,  Max-depth: 40,  Fringe-size: 414
Node: 32,  Depth: 17,  Max-depth: 40,  Fringe-size: 416
Node: 29,  Depth: 10,  Max-depth: 40,  Fringe-size: 419
Node: 39,  Depth: 7,  Max-depth: 40,  Fringe-size: 428
Node: 28,  Depth: 20,  Max-depth: 40,  Fringe-size: 441
Node: 32,  Depth: 32,  Max-depth: 40,  Fringe-size: 446
Node: 18,  Depth: 20,  Max-depth: 40,  Fringe-size: 411
Node: 3,  Depth: 33,  Max-depth: 40,  Fringe-size: 427
Node: 33,  Depth: 22,  Max-depth: 40,  Fringe-size: 418
Node: 46,  Depth: 21,  Max-depth: 40,  Fringe-size: 407
Node: 28,  Depth: 20,  Max-depth: 40,  Fringe-size: 410
Node: 2,  Depth: 10,  Max-depth: 40,  Fringe-size: 426
Node: 3,  Depth: 34,  Max-depth: 40,  Fringe-size: 430
Node: 22,  Depth: 35,  Max-depth: 40,  Fringe-size: 419
Node: 16,  Depth: 36,  Max-depth: 40,  Fringe-size: 424
Node: 41,  Depth: 37,  Max-depth: 40,  Fringe-size: 408
Node: 34,  Depth: 38,  Max-depth: 40,  Fringe-size: 392
Node: 2,  Depth: 11,  Max-depth: 40,  Fringe-size: 372
Node: 11,  Depth: 36,  Max-depth: 40,  Fringe-size: 375
Node: 20,  Depth: 20,  Max-depth: 40,  Fringe-size: 363
Node: 2,  Depth: 11,  Max-depth: 40,  Fringe-size: 379
Node: 29,  Depth: 10,  Max-depth: 40,  Fringe-size: 381
Node: 2,  Depth: 11,  Max-depth: 40,  Fringe-size: 388
Node: 27,  Depth: 23,  Max-depth: 40,  Fringe-size: 388
Node: 44,  Depth: 21,  Max-depth: 40,  Fringe-size: 401
Node: 33,  Depth: 21,  Max-depth: 40,  Fringe-size: 399
Node: 4,  Depth: 13,  Max-depth: 40,  Fringe-size: 408
Node: 29,  Depth: 10,  Max-depth: 40,  Fringe-size: 410
Node: 2,  Depth: 12,  Max-depth: 40,  Fringe-size: 417
Node: 27,  Depth: 24,  Max-depth: 40,  Fringe-size: 422
Node: 17,  Depth: 25,  Max-depth: 40,  Fringe-size: 418
Node: 18,  Depth: 21,  Max-depth: 40,  Fringe-size: 398
Node: 6,  Depth: 21,  Max-depth: 40,  Fringe-size: 412
Node: 37,  Depth: 22,  Max-depth: 40,  Fringe-size: 415
Node: 19,  Depth: 23,  Max-depth: 40,  Fringe-size: 427
Node: 23,  Depth: 35,  Max-depth: 40,  Fringe-size: 431
Node: 5,  Depth: 16,  Max-depth: 40,  Fringe-size: 391
Node: 24,  Depth: 12,  Max-depth: 40,  Fringe-size: 394
Node: 28,  Depth: 21,  Max-depth: 40,  Fringe-size: 388
Node: 1,  Depth: 19,  Max-depth: 40,  Fringe-size: 400
Node: 24,  Depth: 16,  Max-depth: 40,  Fringe-size: 407
Node: 24,  Depth: 11,  Max-depth: 40,  Fringe-size: 402
Node: 29,  Depth: 10,  Max-depth: 40,  Fringe-size: 409
Node: 18,  Depth: 21,  Max-depth: 40,  Fringe-size: 418
Node: 1,  Depth: 19,  Max-depth: 40,  Fringe-size: 427
Node: 18,  Depth: 21,  Max-depth: 40,  Fringe-size: 435
Node: 18,  Depth: 21,  Max-depth: 40,  Fringe-size: 450
Node: 2,  Depth: 11,  Max-depth: 40,  Fringe-size: 467
Node: 29,  Depth: 10,  Max-depth: 40,  Fringe-size: 467
Node: 29,  Depth: 10,  Max-depth: 40,  Fringe-size: 477
Node: 3,  Depth: 35,  Max-depth: 40,  Fringe-size: 486
Node: 22,  Depth: 36,  Max-depth: 40,  Fringe-size: 465
Node: 16,  Depth: 37,  Max-depth: 40,  Fringe-size: 473
Node: 41,  Depth: 38,  Max-depth: 40,  Fringe-size: 464
Node: 34,  Depth: 39,  Max-depth: 40,  Fringe-size: 456
Node: 21,  Depth: 8,  Max-depth: 40,  Fringe-size: 445
Node: 47,  Depth: 9,  Max-depth: 40,  Fringe-size: 454
Node: 6,  Depth: 21,  Max-depth: 40,  Fringe-size: 461
Node: 37,  Depth: 22,  Max-depth: 40,  Fringe-size: 475
Node: 19,  Depth: 23,  Max-depth: 40,  Fringe-size: 491
Node: 5,  Depth: 19,  Max-depth: 40,  Fringe-size: 500
Node: 40,  Depth: 30,  Max-depth: 40,  Fringe-size: 505
Node: 15,  Depth: 31,  Max-depth: 40,  Fringe-size: 454
Node: 12,  Depth: 32,  Max-depth: 40,  Fringe-size: 457
Node: 46,  Depth: 22,  Max-depth: 40,  Fringe-size: 450
Node: 7,  Depth: 21,  Max-depth: 40,  Fringe-size: 430
Node: 29,  Depth: 11,  Max-depth: 40,  Fringe-size: 438
Node: 13,  Depth: 9,  Max-depth: 40,  Fringe-size: 447
Node: 28,  Depth: 22,  Max-depth: 40,  Fringe-size: 460
Node: 5,  Depth: 10,  Max-depth: 40,  Fringe-size: 443
Node: 27,  Depth: 24,  Max-depth: 40,  Fringe-size: 455
Node: 4,  Depth: 10,  Max-depth: 40,  Fringe-size: 459
Node: 26,  Depth: 11,  Max-depth: 40,  Fringe-size: 470
Node: 5,  Depth: 11,  Max-depth: 40,  Fringe-size: 459
Node: 13,  Depth: 10,  Max-depth: 40,  Fringe-size: 472
Node: 29,  Depth: 11,  Max-depth: 40,  Fringe-size: 484
Node: 6,  Depth: 21,  Max-depth: 40,  Fringe-size: 481
Node: 37,  Depth: 22,  Max-depth: 40,  Fringe-size: 483
Node: 19,  Depth: 23,  Max-depth: 40,  Fringe-size: 499
Node: 46,  Depth: 20,  Max-depth: 40,  Fringe-size: 509
Node: 5,  Depth: 11,  Max-depth: 40,  Fringe-size: 514
Node: 2,  Depth: 12,  Max-depth: 40,  Fringe-size: 525
Node: 18,  Depth: 21,  Max-depth: 40,  Fringe-size: 520
Node: 4,  Depth: 11,  Max-depth: 40,  Fringe-size: 517
Node: 26,  Depth: 12,  Max-depth: 40,  Fringe-size: 523
Node: 39,  Depth: 17,  Max-depth: 40,  Fringe-size: 513
Node: 20,  Depth: 10,  Max-depth: 40,  Fringe-size: 510
Node: 6,  Depth: 21,  Max-depth: 40,  Fringe-size: 525
Node: 37,  Depth: 22,  Max-depth: 40,  Fringe-size: 541
Node: 19,  Depth: 23,  Max-depth: 40,  Fringe-size: 558
Node: 44,  Depth: 21,  Max-depth: 40,  Fringe-size: 565
Node: 39,  Depth: 18,  Max-depth: 40,  Fringe-size: 569
Node: 42,  Depth: 12,  Max-depth: 40,  Fringe-size: 581
Node: 32,  Depth: 12,  Max-depth: 40,  Fringe-size: 590
Node: 32,  Depth: 5,  Max-depth: 40,  Fringe-size: 603
Node: 20,  Depth: 33,  Max-depth: 40,  Fringe-size: 621
Node: 47,  Depth: 34,  Max-depth: 40,  Fringe-size: 546
Node: 21,  Depth: 35,  Max-depth: 40,  Fringe-size: 541
Node: 13,  Depth: 36,  Max-depth: 40,  Fringe-size: 537
Node: 27,  Depth: 24,  Max-depth: 40,  Fringe-size: 536
Node: 29,  Depth: 11,  Max-depth: 40,  Fringe-size: 530
Node: 18,  Depth: 21,  Max-depth: 40,  Fringe-size: 541
Node: 48,  Depth: 18,  Max-depth: 40,  Fringe-size: 543
Node: 42,  Depth: 12,  Max-depth: 40,  Fringe-size: 549
Node: 2,  Depth: 12,  Max-depth: 40,  Fringe-size: 560
Node: 8,  Depth: 23,  Max-depth: 40,  Fringe-size: 562
Node: 29,  Depth: 11,  Max-depth: 40,  Fringe-size: 532
Node: 40,  Depth: 13,  Max-depth: 40,  Fringe-size: 548
Node: 18,  Depth: 21,  Max-depth: 40,  Fringe-size: 535
Node: 33,  Depth: 11,  Max-depth: 40,  Fringe-size: 541
Node: 46,  Depth: 12,  Max-depth: 40,  Fringe-size: 559
Node: 18,  Depth: 21,  Max-depth: 40,  Fringe-size: 564
Node: 5,  Depth: 20,  Max-depth: 40,  Fringe-size: 572
Node: 1,  Depth: 26,  Max-depth: 40,  Fringe-size: 574
Node: 8,  Depth: 27,  Max-depth: 40,  Fringe-size: 520
Node: 5,  Depth: 40,  Max-depth: 40,  Fringe-size: 518
Node: 29,  Depth: 11,  Max-depth: 41,  Fringe-size: 444
Node: 27,  Depth: 24,  Max-depth: 41,  Fringe-size: 461
Node: 46,  Depth: 23,  Max-depth: 41,  Fringe-size: 460
Node: 5,  Depth: 11,  Max-depth: 41,  Fringe-size: 399
Node: 15,  Depth: 31,  Max-depth: 41,  Fringe-size: 410
Node: 44,  Depth: 21,  Max-depth: 41,  Fringe-size: 366
Node: 15,  Depth: 14,  Max-depth: 41,  Fringe-size: 382
Node: 6,  Depth: 21,  Max-depth: 41,  Fringe-size: 393
Node: 37,  Depth: 22,  Max-depth: 41,  Fringe-size: 407
Node: 19,  Depth: 23,  Max-depth: 41,  Fringe-size: 416
Node: 24,  Depth: 16,  Max-depth: 41,  Fringe-size: 421
Node: 3,  Depth: 36,  Max-depth: 41,  Fringe-size: 432
Node: 6,  Depth: 21,  Max-depth: 41,  Fringe-size: 417
Node: 37,  Depth: 22,  Max-depth: 41,  Fringe-size: 429
Node: 19,  Depth: 23,  Max-depth: 41,  Fringe-size: 444
Node: 4,  Depth: 11,  Max-depth: 41,  Fringe-size: 449
Node: 2,  Depth: 12,  Max-depth: 41,  Fringe-size: 454
Node: 23,  Depth: 37,  Max-depth: 41,  Fringe-size: 454
Node: 44,  Depth: 21,  Max-depth: 41,  Fringe-size: 445
Node: 29,  Depth: 11,  Max-depth: 41,  Fringe-size: 457
Node: 42,  Depth: 5,  Max-depth: 41,  Fringe-size: 473
Node: 32,  Depth: 35,  Max-depth: 41,  Fringe-size: 487
Node: 27,  Depth: 24,  Max-depth: 41,  Fringe-size: 480
Node: 2,  Depth: 12,  Max-depth: 41,  Fringe-size: 465
Node: 29,  Depth: 11,  Max-depth: 41,  Fringe-size: 470
Node: 39,  Depth: 33,  Max-depth: 41,  Fringe-size: 479
Node: 40,  Depth: 31,  Max-depth: 41,  Fringe-size: 448
Node: 15,  Depth: 32,  Max-depth: 41,  Fringe-size: 442
Node: 12,  Depth: 33,  Max-depth: 41,  Fringe-size: 444
Node: 4,  Depth: 12,  Max-depth: 41,  Fringe-size: 440
Node: 6,  Depth: 22,  Max-depth: 41,  Fringe-size: 449
Node: 37,  Depth: 23,  Max-depth: 41,  Fringe-size: 452
Node: 19,  Depth: 24,  Max-depth: 41,  Fringe-size: 466
Node: 44,  Depth: 21,  Max-depth: 41,  Fringe-size: 468
Node: 8,  Depth: 27,  Max-depth: 41,  Fringe-size: 474
Node: 1,  Depth: 28,  Max-depth: 41,  Fringe-size: 419
Node: 29,  Depth: 11,  Max-depth: 41,  Fringe-size: 418
Node: 4,  Depth: 11,  Max-depth: 41,  Fringe-size: 427
Node: 26,  Depth: 12,  Max-depth: 41,  Fringe-size: 437
Node: 44,  Depth: 21,  Max-depth: 41,  Fringe-size: 434
Node: 24,  Depth: 16,  Max-depth: 41,  Fringe-size: 446
Node: 29,  Depth: 12,  Max-depth: 41,  Fringe-size: 444
Node: 29,  Depth: 41,  Max-depth: 41,  Fringe-size: 449
Node: 2,  Depth: 42,  Max-depth: 42,  Fringe-size: 414
Node: 42,  Depth: 43,  Max-depth: 43,  Fringe-size: 373
Node: 7,  Depth: 21,  Max-depth: 44,  Fringe-size: 363
Node: 24,  Depth: 16,  Max-depth: 44,  Fringe-size: 371
Node: 33,  Depth: 22,  Max-depth: 44,  Fringe-size: 379
Node: 12,  Depth: 23,  Max-depth: 44,  Fringe-size: 359
Node: 44,  Depth: 21,  Max-depth: 44,  Fringe-size: 359
Node: 31,  Depth: 22,  Max-depth: 44,  Fringe-size: 375
Node: 38,  Depth: 23,  Max-depth: 44,  Fringe-size: 351
Node: 48,  Depth: 40,  Max-depth: 44,  Fringe-size: 346
Node: 27,  Depth: 24,  Max-depth: 44,  Fringe-size: 335
Node: 33,  Depth: 26,  Max-depth: 44,  Fringe-size: 347
Node: 8,  Depth: 27,  Max-depth: 44,  Fringe-size: 316
Node: 1,  Depth: 28,  Max-depth: 44,  Fringe-size: 315
Node: 27,  Depth: 24,  Max-depth: 44,  Fringe-size: 311
Node: 10,  Depth: 13,  Max-depth: 44,  Fringe-size: 322
Node: 6,  Depth: 23,  Max-depth: 44,  Fringe-size: 319
Node: 37,  Depth: 24,  Max-depth: 44,  Fringe-size: 317
Node: 19,  Depth: 25,  Max-depth: 44,  Fringe-size: 321
Node: 5,  Depth: 39,  Max-depth: 44,  Fringe-size: 325
Node: 48,  Depth: 34,  Max-depth: 44,  Fringe-size: 304
Node: 5,  Depth: 12,  Max-depth: 44,  Fringe-size: 302
Node: 44,  Depth: 21,  Max-depth: 44,  Fringe-size: 305
Node: 4,  Depth: 11,  Max-depth: 44,  Fringe-size: 318
Node: 26,  Depth: 12,  Max-depth: 44,  Fringe-size: 321
Node: 27,  Depth: 25,  Max-depth: 44,  Fringe-size: 320
Node: 40,  Depth: 32,  Max-depth: 44,  Fringe-size: 334
Node: 12,  Depth: 33,  Max-depth: 44,  Fringe-size: 327
Node: 5,  Depth: 12,  Max-depth: 44,  Fringe-size: 328
Node: 24,  Depth: 17,  Max-depth: 44,  Fringe-size: 331
Node: 46,  Depth: 26,  Max-depth: 44,  Fringe-size: 332
Node: 44,  Depth: 21,  Max-depth: 44,  Fringe-size: 330
Node: 5,  Depth: 18,  Max-depth: 44,  Fringe-size: 343
Node: 4,  Depth: 12,  Max-depth: 44,  Fringe-size: 346
Node: 26,  Depth: 13,  Max-depth: 44,  Fringe-size: 347
Node: 28,  Depth: 22,  Max-depth: 44,  Fringe-size: 346
Node: 18,  Depth: 22,  Max-depth: 44,  Fringe-size: 349
Node: 13,  Depth: 37,  Max-depth: 44,  Fringe-size: 361
Node: 44,  Depth: 21,  Max-depth: 44,  Fringe-size: 348
Node: 38,  Depth: 24,  Max-depth: 44,  Fringe-size: 363
Node: 31,  Depth: 25,  Max-depth: 44,  Fringe-size: 329
Node: 44,  Depth: 26,  Max-depth: 44,  Fringe-size: 303
Node: 33,  Depth: 23,  Max-depth: 44,  Fringe-size: 300
Node: 13,  Depth: 36,  Max-depth: 44,  Fringe-size: 308
Node: 27,  Depth: 26,  Max-depth: 44,  Fringe-size: 276
Node: 17,  Depth: 26,  Max-depth: 44,  Fringe-size: 288
Node: 43,  Depth: 27,  Max-depth: 44,  Fringe-size: 301
Node: 30,  Depth: 28,  Max-depth: 44,  Fringe-size: 282
Node: 36,  Depth: 29,  Max-depth: 44,  Fringe-size: 229
Node: 44,  Depth: 30,  Max-depth: 44,  Fringe-size: 219
Node: 31,  Depth: 31,  Max-depth: 44,  Fringe-size: 219
Node: 38,  Depth: 32,  Max-depth: 44,  Fringe-size: 211
Node: 9,  Depth: 20,  Max-depth: 44,  Fringe-size: 209
Node: 8,  Depth: 28,  Max-depth: 44,  Fringe-size: 209
Node: 1,  Depth: 29,  Max-depth: 44,  Fringe-size: 210
Node: 3,  Depth: 38,  Max-depth: 44,  Fringe-size: 208
Node: 14,  Depth: 39,  Max-depth: 44,  Fringe-size: 197
Node: 25,  Depth: 40,  Max-depth: 44,  Fringe-size: 193
Node: 12,  Depth: 33,  Max-depth: 44,  Fringe-size: 176
Node: 5,  Depth: 40,  Max-depth: 44,  Fringe-size: 173
Node: 18,  Depth: 27,  Max-depth: 44,  Fringe-size: 169
Node: 9,  Depth: 24,  Max-depth: 44,  Fringe-size: 164
Node: 4,  Depth: 12,  Max-depth: 44,  Fringe-size: 173
Node: 26,  Depth: 13,  Max-depth: 44,  Fringe-size: 176
Node: 21,  Depth: 35,  Max-depth: 44,  Fringe-size: 173
Node: 13,  Depth: 36,  Max-depth: 44,  Fringe-size: 164
Node: 20,  Depth: 21,  Max-depth: 44,  Fringe-size: 168
Node: 7,  Depth: 28,  Max-depth: 44,  Fringe-size: 176
Node: 7,  Depth: 22,  Max-depth: 44,  Fringe-size: 170
Node: 20,  Depth: 22,  Max-depth: 44,  Fringe-size: 183
Node: 1,  Depth: 30,  Max-depth: 44,  Fringe-size: 190
Node: 8,  Depth: 31,  Max-depth: 44,  Fringe-size: 191
Node: 39,  Depth: 6,  Max-depth: 44,  Fringe-size: 190
Node: 15,  Depth: 34,  Max-depth: 44,  Fringe-size: 200
Node: 40,  Depth: 35,  Max-depth: 44,  Fringe-size: 193
Node: 24,  Depth: 17,  Max-depth: 44,  Fringe-size: 192
Node: 17,  Depth: 27,  Max-depth: 44,  Fringe-size: 200
Node: 43,  Depth: 28,  Max-depth: 44,  Fringe-size: 203
Node: 30,  Depth: 29,  Max-depth: 44,  Fringe-size: 200
Node: 36,  Depth: 30,  Max-depth: 44,  Fringe-size: 197
Node: 44,  Depth: 31,  Max-depth: 44,  Fringe-size: 197
Node: 31,  Depth: 32,  Max-depth: 44,  Fringe-size: 204
Node: 38,  Depth: 33,  Max-depth: 44,  Fringe-size: 203
Node: 10,  Depth: 13,  Max-depth: 44,  Fringe-size: 199
Node: 5,  Depth: 34,  Max-depth: 44,  Fringe-size: 203
Node: 10,  Depth: 13,  Max-depth: 44,  Fringe-size: 202
Node: 4,  Depth: 13,  Max-depth: 44,  Fringe-size: 208
Node: 10,  Depth: 44,  Max-depth: 44,  Fringe-size: 210
Node: 20,  Depth: 27,  Max-depth: 45,  Fringe-size: 193
Node: 26,  Depth: 14,  Max-depth: 45,  Fringe-size: 195
Node: 39,  Depth: 36,  Max-depth: 45,  Fringe-size: 197
Node: 9,  Depth: 33,  Max-depth: 45,  Fringe-size: 179
Node: 4,  Depth: 14,  Max-depth: 45,  Fringe-size: 178
Node: 4,  Depth: 13,  Max-depth: 45,  Fringe-size: 182
Node: 48,  Depth: 7,  Max-depth: 45,  Fringe-size: 186
Node: 23,  Depth: 37,  Max-depth: 45,  Fringe-size: 193
Node: 26,  Depth: 45,  Max-depth: 45,  Fringe-size: 187
Node: 4,  Depth: 46,  Max-depth: 46,  Fringe-size: 185
Node: 35,  Depth: 47,  Max-depth: 47,  Fringe-size: 176

ans =

       10740


ans =

  49×1 cell array

    {'45'}
    {'35'}
    {'4' }
    {'26'}
    {'10'}
    {'42'}
    {'2' }
    {'29'}
    {'5' }
    {'48'}
    {'25'}
    {'13'}
    {'14'}
    {'34'}
    {'41'}
    {'16'}
    {'22'}
    {'3' }
    {'23'}
    {'11'}
    {'12'}
    {'15'}
    {'40'}
    {'1' }
    {'8' }
    {'9' }
    {'38'}
    {'31'}
    {'44'}
    {'18'}
    {'7' }
    {'28'}
    {'6' }
    {'37'}
    {'19'}
    {'27'}
    {'17'}
    {'43'}
    {'30'}
    {'36'}
    {'46'}
